CustomerID,BeginDate,EndDate,Type,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Gender,SeniorCitizen,Partner,Dependents,MultipleLines
1552-AAGRX,2017-08-01,No,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes
1552-CZCLL,2015-07-01,No,Month-to-month,No,Credit card (automatic),20.0,1087.25,,,,,,,,Female,0,Yes,Yes,No
1552-TKMXS,2016-08-01,No,Month-to-month,No,Credit card (automatic),20.35,869.9,,,,,,,,Female,0,Yes,No,No
1555-DJEQW,2013-12-01,2019-10-01 00:00:00,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,Yes,Yes
1555-HAPSU,2014-03-01,No,Two year,No,Credit card (automatic),23.9,1663.5,,,,,,,,Female,0,Yes,Yes,Yes
1557-EMYVT,2016-07-01,No,Two year,No,Credit card (automatic),115.05,4895.1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
1559-DTODC,2018-07-01,No,Month-to-month,Yes,Bank transfer (automatic),25.15,468.35,DSL,No,No,No,No,No,No,Male,0,No,No,
1561-BWHIN,2018-07-01,No,One year,No,Mailed check,19.8,344.5,,,,,,,,Male,0,Yes,Yes,No
1563-IWQEX,2019-02-01,No,Month-to-month,No,Mailed check,19.7,220.35,,,,,,,,Female,0,No,No,No
1564-HJUVY,2019-10-01,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,DSL,No,Yes,No,Yes,Yes,No,Male,0,No,No,No
1564-NTYXF,2018-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,82.0,1127.2,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,Yes
1565-RHDJD,2019-06-01,2019-10-01 00:00:00,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,Yes,Yes
1567-DSCIC,2019-05-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,94.0,773.65,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes
1568-BEKZM,2014-04-01,No,Two year,No,Credit card (automatic),90.05,6333.4,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,1,Yes,No,Yes
1568-LJSZU,2014-06-01,No,Two year,Yes,Credit card (automatic),92.2,6392.85,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
1569-TTNYJ,2019-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,78.75,412.1,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,No,Yes
1571-SAVHK,2018-10-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,99.95,1132.75,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,No,No,Yes
1573-LGXBA,2015-05-01,No,One year,Yes,Credit card (automatic),97.55,5598.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,No
1574-DYCWE,2015-11-01,No,Two year,No,Mailed check,19.95,1028.75,,,,,,,,Female,0,Yes,Yes,No
1575-KRZZE,2019-10-01,No,Month-to-month,No,Electronic check,55.2,220.65,DSL,Yes,Yes,No,No,No,No,Female,0,No,No,No
1576-PFZIW,2014-04-01,No,Two year,No,Credit card (automatic),105.35,7511.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,1,Yes,No,No
1577-HKTFG,2017-04-01,2019-10-01 00:00:00,Month-to-month,No,Bank transfer (automatic),19.65,655.85,,,,,,,,Female,0,Yes,No,No
1579-KLYDT,2019-03-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,90.45,593.45,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes
1580-BMCMR,2018-07-01,No,Month-to-month,Yes,Electronic check,87.3,1637.3,Fiber optic,Yes,No,No,No,No,Yes,Male,1,No,No,No
1582-RAFML,2019-10-01,2019-11-01 00:00:00,Month-to-month,No,Mailed check,60.1,60.1,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,Yes
1583-IHQZE,2018-11-01,2019-11-01 00:00:00,Month-to-month,Yes,Mailed check,112.95,1384.75,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes
1585-MQSSU,2018-08-01,2020-01-01 00:00:00,Month-to-month,No,Mailed check,51.5,900.5,DSL,No,No,No,Yes,No,No,Male,0,No,No,No
1587-FKLZB,2014-07-01,2020-01-01 00:00:00,Month-to-month,Yes,Credit card (automatic),99.5,6822.15,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,Yes,Yes
1589-AGTLK,2019-08-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,45.35,141.5,DSL,No,No,No,No,No,No,Male,0,No,No,No
1591-MQJTP,2015-11-01,No,One year,Yes,Bank transfer (automatic),93.65,4839.15,Fiber optic,Yes,No,Yes,No,No,Yes,Male,1,Yes,No,Yes
1591-NFNLQ,2015-08-01,2019-11-01 00:00:00,Month-to-month,No,Credit card (automatic),80.0,4242.35,Fiber optic,No,No,Yes,No,No,No,Male,0,No,No,Yes
1591-XWLGB,2014-03-01,No,Two year,No,Credit card (automatic),19.85,1379.6,,,,,,,,Female,0,Yes,No,No
1596-BBVTG,2016-12-01,2019-11-01 00:00:00,Month-to-month,No,Credit card (automatic),75.35,2636.05,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes
1596-OQSPS,2019-03-01,No,Month-to-month,No,Electronic check,51.1,531.15,DSL,No,Yes,No,No,No,No,Female,0,No,No,No
1597-FZREH,2019-11-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,76.4,160.8,DSL,No,No,Yes,Yes,Yes,Yes,Female,0,No,No,No
1597-LHYNC,2017-08-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,95.0,2497.2,Fiber optic,Yes,Yes,No,No,No,Yes,Female,1,No,No,Yes
1599-EAHXY,2015-02-01,No,One year,No,Credit card (automatic),23.95,1506.4,,,,,,,,Male,0,Yes,Yes,Yes
1599-MMYRQ,2014-12-01,No,One year,Yes,Credit card (automatic),81.45,4983.05,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,Yes,No
1600-DILPE,2019-02-01,No,Month-to-month,Yes,Bank transfer (automatic),45.0,524.35,DSL,No,No,No,No,No,No,Female,0,No,No,No
1602-IJQQE,2019-09-01,2020-01-01 00:00:00,Month-to-month,No,Electronic check,75.35,338.1,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
1608-GMEWB,2016-05-01,No,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes
1612-EOHDH,2019-09-01,2019-10-01 00:00:00,Month-to-month,No,Electronic check,45.15,45.15,DSL,No,No,No,No,No,No,Female,0,No,No,No
1614-JBEBI,2019-06-01,No,Month-to-month,Yes,Mailed check,20.7,137.6,,,,,,,,Female,0,No,No,No
1618-CFHME,2019-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,75.9,143.35,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes
1619-YWUBB,2014-06-01,No,Two year,Yes,Credit card (automatic),24.95,1614.9,,,,,,,,Female,0,Yes,No,Yes
1621-YNCJH,2017-02-01,No,Two year,Yes,Credit card (automatic),106.05,3834.4,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,No,Yes
1622-HSHSF,2020-01-01,No,Month-to-month,Yes,Mailed check,19.55,19.55,,,,,,,,Female,0,No,No,No
1623-NLDOT,2016-07-01,2020-01-01 00:00:00,One year,No,Mailed check,33.55,1445.3,DSL,No,Yes,No,Yes,No,No,Female,0,Yes,No,
1624-NALOJ,2019-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,89.8,502.6,Fiber optic,No,Yes,No,No,No,Yes,Male,1,No,No,Yes
1624-WOIWJ,2018-12-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,84.7,832.05,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No
1625-JAIIY,2014-04-01,2019-12-01 00:00:00,One year,Yes,Electronic check,83.0,5685.8,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,Yes,Yes
1626-ERCMM,2018-02-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,94.55,1899.65,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes
1627-AFWVJ,2017-09-01,No,Two year,No,Mailed check,19.4,554.25,,,,,,,,Female,0,No,No,No
1628-BIZYP,2020-01-01,No,Month-to-month,Yes,Electronic check,85.0,85.0,Fiber optic,No,Yes,No,No,No,Yes,Male,0,No,No,No
1629-DQQVB,2018-12-01,No,Month-to-month,No,Bank transfer (automatic),50.1,709.5,DSL,Yes,No,No,No,No,No,Female,0,No,No,No
1635-FJFCC,2019-09-01,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,DSL,No,No,No,No,No,No,Female,0,No,No,No
1635-HDGFT,2018-07-01,No,Two year,No,Mailed check,20.5,398.55,,,,,,,,Female,0,No,Yes,No
1635-NZATJ,2014-03-01,No,Two year,No,Credit card (automatic),25.45,1789.65,,,,,,,,Male,1,Yes,No,Yes
1636-NTNCO,2019-10-01,No,Month-to-month,Yes,Credit card (automatic),50.95,207.35,DSL,No,Yes,No,No,Yes,Yes,Male,1,No,No,
1640-PLFMP,2020-01-01,No,Month-to-month,Yes,Electronic check,70.25,70.25,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No
1641-BYBTK,2019-08-01,No,Month-to-month,Yes,Mailed check,20.2,98.35,,,,,,,,Male,0,No,Yes,No
1641-RQDAY,2017-06-01,No,Month-to-month,Yes,Electronic check,100.4,3217.65,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,Yes,Yes,Yes
1642-HMARX,2014-06-01,No,Two year,Yes,Electronic check,91.7,6424.7,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes
1644-IRKSF,2017-01-01,2019-10-01 00:00:00,One year,Yes,Electronic check,93.8,3124.5,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,No
1656-DRSMG,2014-11-01,No,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Female,0,No,No,Yes
1657-DYMBM,2015-09-01,No,Two year,No,Credit card (automatic),19.9,1110.05,,,,,,,,Male,0,Yes,No,No
1658-BYGOY,2018-07-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,95.45,1752.55,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,Yes
1658-TJVOA,2019-08-01,No,Month-to-month,Yes,Electronic check,74.1,450.9,Fiber optic,Yes,No,No,No,No,No,Female,1,No,No,No
1658-XUHBX,2015-03-01,No,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,Fiber optic,No,No,Yes,No,No,Yes,Female,1,Yes,Yes,Yes
1660-HSOOQ,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Mailed check,49.65,49.65,DSL,No,No,Yes,No,No,No,Male,0,No,No,No
1661-CZBAU,2016-02-01,No,One year,Yes,Bank transfer (automatic),70.95,3629.2,DSL,Yes,No,No,Yes,No,Yes,Male,0,No,No,Yes
1663-MHLHE,2020-01-01,No,Month-to-month,No,Mailed check,19.2,19.2,,,,,,,,Male,0,No,No,No
1666-JXLKU,2017-01-01,No,Month-to-month,Yes,Electronic check,100.05,3810.55,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,Yes
1666-JZPZT,2017-11-01,No,Month-to-month,No,Mailed check,49.0,1291.35,DSL,No,No,No,No,No,No,Male,0,No,No,Yes
1670-SVOWZ,2018-09-01,2019-11-01 00:00:00,Month-to-month,Yes,Credit card (automatic),89.65,1208.35,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,Yes,Yes,No
1676-MQAOA,2014-02-01,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,DSL,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,No
1678-FYZOW,2019-07-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,79.4,244.65,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No
1679-JRFBR,2014-04-01,No,One year,Yes,Credit card (automatic),108.15,7930.55,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes
1680-VDCWW,2019-02-01,No,One year,No,Bank transfer (automatic),19.8,202.25,,,,,,,,Male,0,Yes,No,No
1682-VCOIO,2018-03-01,No,One year,No,Mailed check,20.45,481.1,,,,,,,,Male,0,No,No,No
1684-FLBGS,2018-03-01,No,Month-to-month,Yes,Credit card (automatic),69.5,1652.1,DSL,No,Yes,No,Yes,Yes,No,Female,0,Yes,Yes,Yes
1685-BQULA,2016-10-01,No,Month-to-month,Yes,Bank transfer (automatic),93.4,3756.4,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes
1685-VAYJF,2019-03-01,No,Month-to-month,No,Credit card (automatic),45.2,492.0,DSL,No,No,No,No,No,No,Male,0,No,No,No
1686-STUHN,2016-08-01,No,One year,No,Bank transfer (automatic),19.8,849.9,,,,,,,,Male,0,No,No,No
1689-MRZQR,2017-02-01,2019-12-01 00:00:00,Month-to-month,No,Electronic check,78.3,2564.3,Fiber optic,No,No,No,No,Yes,No,Male,0,Yes,Yes,No
1689-YQBYY,2019-02-01,No,Month-to-month,Yes,Electronic check,76.6,893.0,Fiber optic,No,No,No,No,No,No,Female,0,No,Yes,Yes
1696-HXOWK,2014-03-01,No,One year,No,Mailed check,95.65,6856.95,Fiber optic,Yes,Yes,No,No,Yes,No,Female,0,Yes,No,Yes
1696-MZVAU,2016-11-01,No,One year,Yes,Credit card (automatic),25.25,947.75,DSL,No,No,No,No,No,No,Male,0,Yes,Yes,
1697-BCSHV,2015-04-01,No,Month-to-month,Yes,Bank transfer (automatic),66.8,3970.4,DSL,No,Yes,No,No,Yes,No,Female,0,Yes,Yes,Yes
1697-LYYYX,2015-01-01,No,One year,No,Credit card (automatic),19.1,1143.8,,,,,,,,Female,0,Yes,Yes,No
1697-NVVGY,2018-07-01,No,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,DSL,Yes,No,Yes,No,Yes,No,Male,1,Yes,No,No
1698-XFZCI,2015-01-01,No,One year,Yes,Electronic check,107.75,6521.9,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,No,No,Yes
1699-HPSBG,2018-11-01,2019-11-01 00:00:00,One year,Yes,Electronic check,59.8,727.8,DSL,No,No,No,Yes,Yes,No,Male,0,No,No,No
1699-TLDLZ,2018-10-01,No,Two year,No,Mailed check,19.7,301.55,,,,,,,,Female,0,Yes,Yes,No
1699-UOTXU,2015-02-01,No,Two year,No,Electronic check,61.4,3638.25,DSL,Yes,Yes,Yes,No,No,No,Male,0,No,No,No
1702-CCFNJ,2015-10-01,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,DSL,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes
1703-MGIAB,2018-09-01,No,Month-to-month,Yes,Mailed check,69.0,1108.0,DSL,No,No,Yes,Yes,Yes,No,Female,0,No,No,Yes
1704-NRWYE,2019-01-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,80.85,751.65,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No
1705-GUHPV,2014-11-01,No,Two year,No,Mailed check,24.2,1618.2,,,,,,,,Female,0,No,No,Yes
1707-HABPF,2016-04-01,No,One year,Yes,Bank transfer (automatic),91.3,4126.35,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No
1708-PBBOA,2016-08-01,No,One year,Yes,Electronic check,54.75,2348.45,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,
1709-EJDOX,2016-03-01,No,Two year,No,Mailed check,19.75,948.9,,,,,,,,Female,0,Yes,Yes,No
1710-RCXUS,2015-11-01,No,One year,Yes,Credit card (automatic),90.35,4614.55,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,No,Yes
1716-LSAMB,2016-05-01,No,Two year,No,Bank transfer (automatic),54.65,2553.7,DSL,Yes,No,No,Yes,No,No,Male,0,Yes,Yes,No
1722-LDZJS,2015-09-01,No,One year,No,Credit card (automatic),20.2,1068.15,,,,,,,,Male,0,Yes,Yes,No
1723-HKXJQ,2016-07-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,101.75,4273.45,Fiber optic,No,Yes,No,No,Yes,Yes,Male,0,No,No,Yes
1724-BQUHA,2019-05-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,89.5,477.7,Fiber optic,No,No,No,No,Yes,Yes,Male,1,No,No,No
1724-IQWNM,2020-01-01,No,Month-to-month,Yes,Mailed check,19.3,19.3,,,,,,,,Male,0,No,Yes,No
1725-IQNIY,2015-04-01,2019-10-01 00:00:00,Two year,No,Bank transfer (automatic),109.75,6110.2,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,No,No
1725-MIMXW,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Mailed check,19.45,19.45,,,,,,,,Male,0,No,Yes,No
1728-BQDMA,2019-12-01,No,Month-to-month,No,Electronic check,44.45,82.7,DSL,No,No,No,No,No,No,Female,0,No,No,No
1728-CXQBE,2014-10-01,No,Month-to-month,Yes,Electronic check,94.25,6081.4,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes
1729-VLAZJ,2019-04-01,No,One year,No,Mailed check,40.25,411.45,DSL,Yes,Yes,No,Yes,No,No,Female,0,No,Yes,
1730-VFMWO,2017-04-01,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,DSL,No,No,No,Yes,No,No,Female,0,Yes,No,No
1730-ZMAME,2017-06-01,No,Month-to-month,Yes,Electronic check,79.5,2665.0,Fiber optic,No,No,No,No,No,Yes,Female,1,No,No,No
1731-TVIUK,2019-07-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,93.5,362.2,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes
1732-FEKLD,2015-08-01,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes
1732-VHUBQ,2015-12-01,2019-11-01 00:00:00,Month-to-month,No,Bank transfer (automatic),70.55,3309.25,Fiber optic,No,No,No,No,No,No,Female,1,Yes,Yes,No
1734-ZMNTZ,2019-03-01,No,Two year,No,Mailed check,25.0,300.7,,,,,,,,Female,0,Yes,Yes,Yes
1735-XMJVH,2019-06-01,No,Month-to-month,Yes,Mailed check,19.35,152.6,,,,,,,,Male,0,Yes,Yes,No
1740-CSDJP,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Bank transfer (automatic),35.25,35.25,DSL,No,No,No,No,No,Yes,Male,0,No,No,
1741-WTPON,2015-06-01,No,Two year,No,Mailed check,115.85,6567.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
1744-JHKYS,2017-04-01,No,Month-to-month,No,Electronic check,24.7,780.2,,,,,,,,Female,0,Yes,No,Yes
1746-TGTWV,2020-01-01,No,Month-to-month,No,Credit card (automatic),75.35,75.35,Fiber optic,No,No,Yes,No,No,No,Male,0,Yes,No,No
1750-CSKKM,2019-02-01,2019-11-01 00:00:00,Month-to-month,No,Electronic check,55.35,449.75,DSL,No,No,No,No,Yes,No,Male,0,No,Yes,No
1751-NCDLI,2016-04-01,No,Month-to-month,Yes,Electronic check,98.85,4564.9,Fiber optic,No,No,Yes,No,Yes,Yes,Male,1,Yes,No,Yes
1752-OZXFY,2015-02-01,No,One year,Yes,Mailed check,59.8,3561.15,DSL,Yes,No,No,No,Yes,No,Male,0,Yes,No,No
1754-GKYPY,2018-04-01,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,No
1755-FZQEC,2016-11-01,No,One year,No,Mailed check,19.9,791.15,,,,,,,,Male,0,No,No,No
1755-RMCXH,2019-12-01,No,Month-to-month,No,Mailed check,20.3,40.25,,,,,,,,Male,0,Yes,Yes,No
1757-TCATG,2017-03-01,No,One year,No,Bank transfer (automatic),20.05,746.75,,,,,,,,Male,0,Yes,Yes,No
1760-CAZHT,2018-01-01,No,Month-to-month,No,Mailed check,20.8,460.2,,,,,,,,Male,0,No,Yes,No
1761-AEZZR,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,79.55,79.55,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,No
1763-KUAAW,2018-08-01,No,One year,No,Bank transfer (automatic),20.35,369.6,,,,,,,,Female,1,No,No,No
1763-WQFUK,2019-11-01,No,Month-to-month,Yes,Mailed check,50.5,147.75,DSL,No,No,No,Yes,No,No,Male,0,No,No,No
1764-VUUMT,2014-08-01,No,Two year,No,Credit card (automatic),19.95,1269.1,,,,,,,,Male,0,No,Yes,No
1766-GKNMI,2017-09-01,No,Month-to-month,Yes,Electronic check,84.9,2516.2,Fiber optic,No,No,No,No,No,Yes,Male,0,No,No,Yes
1767-CJKBA,2014-08-01,No,Two year,No,Mailed check,25.1,1697.7,,,,,,,,Male,0,No,No,Yes
1767-TGTKO,2019-06-01,No,Month-to-month,Yes,Electronic check,45.45,411.75,DSL,No,No,No,No,No,No,Female,0,Yes,Yes,No
1768-HNVGJ,2016-05-01,No,Month-to-month,Yes,Electronic check,70.05,3062.45,DSL,Yes,No,No,Yes,No,Yes,Female,1,No,No,Yes
1768-ZAIFU,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,25.2,25.2,DSL,No,No,No,No,No,No,Female,1,No,No,
1769-GRUIK,2018-08-01,No,Month-to-month,Yes,Electronic check,71.1,1247.75,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No
1771-OADNZ,2017-06-01,2019-11-01 00:00:00,Month-to-month,Yes,Electronic check,95.9,2745.2,Fiber optic,No,Yes,Yes,No,No,Yes,Male,1,Yes,No,Yes
1775-KWJKQ,2014-02-01,No,Two year,No,Credit card (automatic),89.85,6562.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,Yes
1776-SPBWV,2017-04-01,No,One year,Yes,Bank transfer (automatic),20.1,682.1,,,,,,,,Female,0,Yes,Yes,No
1777-JYQPJ,2019-12-01,No,Month-to-month,No,Mailed check,24.3,38.45,DSL,No,No,No,No,No,No,Male,0,No,No,
1779-PWPMG,2014-02-01,No,Two year,Yes,Bank transfer (automatic),114.65,8333.95,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes
1784-BXEFA,2019-04-01,No,Month-to-month,Yes,Mailed check,20.55,187.35,,,,,,,,Female,0,No,No,No
1784-EZDKJ,2015-11-01,No,One year,Yes,Bank transfer (automatic),106.8,5498.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes
1785-BPHTP,2017-10-01,No,Month-to-month,No,Electronic check,85.45,2289.9,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,No
1790-NESIO,2019-01-01,No,Two year,Yes,Mailed check,20.4,261.3,,,,,,,,Female,0,No,No,No
1791-PQHBB,2019-12-01,No,Month-to-month,Yes,Credit card (automatic),61.2,125.95,DSL,Yes,No,No,No,No,Yes,Female,0,No,Yes,No
1792-UXAFY,2018-08-01,2020-01-01 00:00:00,Month-to-month,Yes,Electronic check,89.15,1496.9,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,No,No,No
1794-HBQTJ,2019-12-01,2020-01-01 00:00:00,Month-to-month,Yes,Credit card (automatic),48.6,48.6,DSL,Yes,No,No,No,No,No,Female,0,No,No,No
1794-SWWKL,2018-11-01,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,DSL,No,No,Yes,Yes,No,No,Male,0,Yes,Yes,Yes
1796-JANOW,2019-12-01,No,Month-to-month,No,Mailed check,19.95,38.15,,,,,,,,Female,0,No,No,No
1803-BGNBD,2019-02-01,No,Month-to-month,Yes,Electronic check,54.3,654.5,DSL,No,Yes,No,Yes,No,No,Female,0,No,No,No
1809-DMJHQ,2019-07-01,2019-12-01 00:00:00,Month-to-month,No,Mailed check,46.0,221.7,DSL,No,No,No,No,No,No,Female,0,No,Yes,No
1810-BOHSY,2015-11-01,No,One year,Yes,Credit card (automatic),96.4,4911.05,Fiber optic,Yes,Yes,No,No,No,Yes,Male,0,Yes,No,Yes
1810-MVMAI,2017-08-01,No,Month-to-month,No,Electronic check,67.6,2000.2,DSL,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes
1813-JLKWR,2014-10-01,No,One year,No,Bank transfer (automatic),19.8,1336.65,,,,,,,,Female,0,Yes,Yes,No
1813-JYWTO,2014-02-01,No,Two year,No,Bank transfer (automatic),80.45,5737.6,Fiber optic,Yes,No,No,No,No,No,Female,0,Yes,No,Yes
1814-DKOLC,2019-09-01,No,Month-to-month,No,Mailed check,25.45,134.75,,,,,,,,Female,0,No,No,Yes
1814-WFGVS,2014-02-01,No,Two year,No,Mailed check,48.9,3527.0,DSL,Yes,No,Yes,Yes,Yes,No,Male,0,Yes,Yes,
1816-FLZDK,2020-01-01,No,Month-to-month,No,Mailed check,29.15,29.15,DSL,No,No,No,Yes,No,No,Male,0,No,No,
1818-ESQMW,2017-11-01,No,Month-to-month,Yes,Electronic check,89.2,2383.6,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,No,No,No
1820-DJFPH,2014-02-01,No,Two year,Yes,Bank transfer (automatic),24.05,1709.15,,,,,,,,Female,0,Yes,Yes,Yes
1820-TQVEV,2019-11-01,2019-12-01 00:00:00,Month-to-month,Yes,Electronic check,69.55,69.55,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No
1821-BUCWY,2017-08-01,No,Two year,Yes,Mailed check,55.65,1653.85,DSL,Yes,No,Yes,No,No,No,Male,0,No,No,No
1830-GGFNM,2014-09-01,No,Two year,No,Credit card (automatic),94.55,6078.75,Fiber optic,Yes,Yes,Yes,Yes,No,No,Male,0,Yes,Yes,Yes
1830-IPXVJ,2015-01-01,No,Two year,No,Credit card (automatic),19.75,1311.6,,,,,,,,Female,0,Yes,Yes,No
1832-PEUTS,2014-12-01,No,Two year,Yes,Credit card (automatic),89.1,5411.65,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes
1833-TCXKK,2016-05-01,No,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,Fiber optic,No,Yes,Yes,No,Yes,Yes,Male,0,Yes,No,Yes
1833-VGRUM,2019-09-01,2019-10-01 00:00:00,Month-to-month,Yes,Electronic check,74.2,74.2,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes
1834-ABKHQ,2015-10-01,No,One year,Yes,Bank transfer (automatic),50.95,2610.65,DSL,No,No,Yes,No,No,No,Female,0,Yes,Yes,No
1834-WULEG,2018-02-01,No,One year,No,Mailed check,20.25,439.75,,,,,,,,Male,0,Yes,Yes,No
1837-YQUCE,2014-04-01,No,Two year,Yes,Bank transfer (automatic),58.35,4214.25,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,No,No,
1839-FBNFR,2016-11-01,No,Two year,Yes,Bank transfer (automatic),19.85,854.8,,,,,,,,Female,0,Yes,Yes,No
